timestamp,spot_id,status,user_id,booked_end
2023-01-01 14:35:00,Lot-A-07,occupied,user_80,2023-01-01 18:22:00
2023-01-01 14:35:00,Lot-A-35,free,user_35,2023-01-01 14:35:00
2023-01-01 14:37:00,Lot-A-04,free,user_58,2023-01-01 14:37:00
2023-01-01 14:40:00,Lot-A-34,free,user_68,2023-01-01 14:40:00
2023-01-01 14:41:00,Lot-A-16,occupied,user_81,2023-01-01 16:26:00
2023-01-01 14:49:00,Lot-A-25,occupied,user_82,2023-01-01 18:46:00
2023-01-01 14:56:00,Lot-A-33,occupied,user_83,2023-01-01 16:02:00
2023-01-01 14:58:00,Lot-A-27,occupied,user_84,2023-01-01 18:21:00
2023-01-01 15:01:00,Lot-A-30,free,user_59,2023-01-01 15:01:00
2023-01-01 15:04:00,Lot-A-01,free,user_61,2023-01-01 14:41:00
2023-01-01 15:06:00,Lot-A-37,free,user_55,2023-01-01 15:06:00
2023-01-01 15:07:00,Lot-A-24,occupied,user_85,2023-01-01 18:05:00
2023-01-01 15:07:00,Lot-A-42,free,user_42,2023-01-01 15:07:00
2023-01-01 15:12:00,Lot-A-11,occupied,user_86,2023-01-01 18:17:00
2023-01-01 15:13:00,Lot-A-50,free,user_70,2023-01-01 15:13:00
2023-01-01 15:14:00,Lot-A-01,occupied,user_87,2023-01-01 18:10:00
2023-01-01 15:15:00,Lot-A-08,free,user_62,2023-01-01 15:15:00
2023-01-01 15:15:00,Lot-A-23,free,user_66,2023-01-01 15:15:00
2023-01-01 15:22:00,Lot-A-18,occupied,user_88,2023-01-01 19:07:00
2023-01-01 15:25:00,Lot-A-39,free,user_74,2023-01-01 15:25:00
2023-01-01 15:29:00,Lot-A-50,occupied,user_89,2023-01-01 18:45:00
2023-01-01 15:32:00,Lot-A-26,free,user_77,2023-01-01 15:32:00
2023-01-01 15:32:00,Lot-A-26,occupied,user_90,2023-01-01 18:59:00
2023-01-01 15:33:00,Lot-A-40,free,user_53,2023-01-01 15:33:00
2023-01-01 15:36:00,Lot-A-13,occupied,user_91,2023-01-01 17:56:00
2023-01-01 15:40:00,Lot-A-34,occupied,user_92,2023-01-01 16:57:00
2023-01-01 15:44:00,Lot-A-04,occupied,user_93,2023-01-01 17:48:00
2023-01-01 15:47:00,Lot-A-08,occupied,user_94,2023-01-01 18:38:00
2023-01-01 15:47:00,Lot-A-45,free,user_56,2023-01-01 15:47:00
2023-01-01 15:49:00,Lot-A-42,occupied,user_95,2023-01-01 19:00:00
2023-01-01 15:50:00,Lot-A-29,free,user_76,2023-01-01 15:50:00
2023-01-01 15:52:00,Lot-A-32,occupied,user_96,2023-01-01 17:25:00
2023-01-01 15:52:00,Lot-A-21,free,user_69,2023-01-01 15:52:00
2023-01-01 15:53:00,Lot-A-22,free,user_73,2023-01-01 15:53:00
2023-01-01 15:54:00,Lot-A-35,occupied,user_97,2023-01-01 17:38:00
2023-01-01 16:01:00,Lot-A-37,occupied,user_98,2023-01-01 17:58:00
2023-01-01 16:02:00,Lot-A-33,free,user_83,2023-01-01 16:02:00
2023-01-01 16:03:00,Lot-A-03,free,user_57,2023-01-01 15:39:00
2023-01-01 16:06:00,Lot-A-21,occupied,user_99,2023-01-01 20:03:00
2023-01-01 16:12:00,Lot-A-23,occupied,user_100,2023-01-01 17:28:00
2023-01-01 16:15:00,Lot-A-46,free,user_60,2023-01-01 16:15:00
2023-01-01 16:18:00,Lot-A-03,occupied,user_101,2023-01-01 19:05:00
2023-01-01 16:19:00,Lot-A-36,occupied,user_102,2023-01-01 18:07:00
2023-01-01 16:27:00,Lot-A-38,free,user_63,2023-01-01 16:27:00
2023-01-01 16:28:00,Lot-A-33,occupied,user_103,2023-01-01 18:39:00
2023-01-01 16:30:00,Lot-A-45,occupied,user_104,2023-01-01 19:18:00
2023-01-01 16:34:00,Lot-A-16,free,user_81,2023-01-01 16:26:00
2023-01-01 16:35:00,Lot-A-46,occupied,user_105,2023-01-01 20:25:00
2023-01-01 16:44:00,Lot-A-09,occupied,user_106,2023-01-01 18:45:00
2023-01-01 16:46:00,Lot-A-15,occupied,user_107,2023-01-01 18:14:00
2023-01-01 16:54:00,Lot-A-40,occupied,user_108,2023-01-01 19:30:00
2023-01-01 16:54:00,Lot-A-43,free,user_64,2023-01-01 16:54:00
2023-01-01 16:57:00,Lot-A-34,free,user_92,2023-01-01 16:57:00
2023-01-01 17:00:00,Lot-A-30,occupied,user_109,2023-01-01 19:36:00
2023-01-01 17:01:00,Lot-A-02,free,user_71,2023-01-01 17:01:00
2023-01-01 17:02:00,Lot-A-28,occupied,user_110,2023-01-01 19:25:00
2023-01-01 17:04:00,Lot-A-06,free,user_65,2023-01-01 17:04:00
2023-01-01 17:06:00,Lot-A-10,occupied,user_111,2023-01-01 18:08:00
2023-01-01 17:10:00,Lot-A-48,occupied,user_112,2023-01-01 20:20:00
2023-01-01 17:17:00,Lot-A-49,occupied,user_113,2023-01-01 18:22:00
2023-01-01 17:25:00,Lot-A-32,free,user_96,2023-01-01 17:25:00
2023-01-01 17:25:00,Lot-A-32,occupied,user_114,2023-01-01 18:57:00
2023-01-01 17:27:00,Lot-A-44,free,user_67,2023-01-01 17:27:00
2023-01-01 17:27:00,Lot-A-12,free,user_75,2023-01-01 17:10:00
2023-01-01 17:28:00,Lot-A-39,occupied,user_115,2023-01-01 19:14:00
2023-01-01 17:32:00,Lot-A-44,occupied,user_116,2023-01-01 20:53:00
2023-01-01 17:36:00,Lot-A-14,occupied,user_117,2023-01-01 20:43:00
2023-01-01 17:38:00,Lot-A-35,free,user_97,2023-01-01 17:38:00
2023-01-01 17:39:00,Lot-A-12,occupied,user_118,2023-01-01 21:13:00
2023-01-01 17:41:00,Lot-A-41,free,user_79,2023-01-01 17:41:00
2023-01-01 17:43:00,Lot-A-23,free,user_100,2023-01-01 17:28:00
2023-01-01 17:45:00,Lot-A-38,occupied,user_119,2023-01-01 20:03:00
2023-01-01 17:46:00,Lot-A-19,occupied,user_120,2023-01-01 19:20:00
2023-01-01 17:48:00,Lot-A-05,free,user_72,2023-01-01 17:38:00
2023-01-01 17:48:00,Lot-A-04,free,user_93,2023-01-01 17:48:00
2023-01-01 17:50:00,Lot-A-35,occupied,user_121,2023-01-01 18:51:00
2023-01-01 17:53:00,Lot-A-31,occupied,user_122,2023-01-01 21:06:00
2023-01-01 17:56:00,Lot-A-13,free,user_91,2023-01-01 17:56:00
2023-01-01 18:01:00,Lot-A-06,occupied,user_123,2023-01-01 21:53:00
2023-01-01 18:04:00,Lot-A-16,occupied,user_124,2023-01-01 21:44:00
2023-01-01 18:05:00,Lot-A-24,free,user_85,2023-01-01 18:05:00
2023-01-01 18:08:00,Lot-A-10,free,user_111,2023-01-01 18:08:00
2023-01-01 18:10:00,Lot-A-01,free,user_87,2023-01-01 18:10:00
2023-01-01 18:13:00,Lot-A-04,occupied,user_125,2023-01-01 22:09:00
2023-01-01 18:14:00,Lot-A-15,free,user_107,2023-01-01 18:14:00
2023-01-01 18:15:00,Lot-A-37,free,user_98,2023-01-01 17:58:00
2023-01-01 18:15:00,Lot-A-15,occupied,user_126,2023-01-01 22:02:00
2023-01-01 18:17:00,Lot-A-11,free,user_86,2023-01-01 18:17:00
2023-01-01 18:20:00,Lot-A-36,free,user_102,2023-01-01 18:07:00
2023-01-01 18:21:00,Lot-A-27,free,user_84,2023-01-01 18:21:00
2023-01-01 18:21:00,Lot-A-47,free,user_78,2023-01-01 17:56:00
2023-01-01 18:21:00,Lot-A-10,occupied,user_127,2023-01-01 20:45:00
2023-01-01 18:22:00,Lot-A-07,free,user_80,2023-01-01 18:22:00
2023-01-01 18:27:00,Lot-A-41,occupied,user_128,2023-01-01 20:44:00
2023-01-01 18:28:00,Lot-A-27,occupied,user_129,2023-01-01 19:57:00
2023-01-01 18:37:00,Lot-A-24,occupied,user_130,2023-01-01 21:01:00
2023-01-01 18:38:00,Lot-A-08,free,user_94,2023-01-01 18:38:00
2023-01-01 18:39:00,Lot-A-33,free,user_103,2023-01-01 18:39:00
2023-01-01 18:39:00,Lot-A-29,occupied,user_131,2023-01-01 20:21:00
2023-01-01 18:44:00,Lot-A-08,occupied,user_132,2023-01-01 20:39:00
2023-01-01 18:45:00,Lot-A-09,free,user_106,2023-01-01 18:45:00
2023-01-01 18:45:00,Lot-A-49,free,user_113,2023-01-01 18:22:00
2023-01-01 18:45:00,Lot-A-50,free,user_89,2023-01-01 18:45:00
2023-01-01 18:46:00,Lot-A-25,free,user_82,2023-01-01 18:46:00
2023-01-01 18:49:00,Lot-A-01,occupied,user_133,2023-01-01 22:05:00
2023-01-01 18:51:00,Lot-A-35,free,user_121,2023-01-01 18:51:00
2023-01-01 18:56:00,Lot-A-20,occupied,user_134,2023-01-01 20:19:00
2023-01-01 18:57:00,Lot-A-32,free,user_114,2023-01-01 18:57:00
2023-01-01 18:59:00,Lot-A-11,occupied,user_135,2023-01-01 22:48:00
2023-01-01 18:59:00,Lot-A-26,free,user_90,2023-01-01 18:59:00
2023-01-01 19:00:00,Lot-A-42,free,user_95,2023-01-01 19:00:00
2023-01-01 19:05:00,Lot-A-03,free,user_101,2023-01-01 19:05:00
2023-01-01 19:07:00,Lot-A-17,occupied,user_136,2023-01-01 20:59:00
2023-01-01 19:14:00,Lot-A-39,free,user_115,2023-01-01 19:14:00
2023-01-01 19:16:00,Lot-A-35,occupied,user_137,2023-01-01 20:58:00
2023-01-01 19:18:00,Lot-A-45,free,user_104,2023-01-01 19:18:00
2023-01-01 19:20:00,Lot-A-19,free,user_120,2023-01-01 19:20:00
2023-01-01 19:22:00,Lot-A-18,free,user_88,2023-01-01 19:07:00
2023-01-01 19:23:00,Lot-A-42,occupied,user_138,2023-01-01 21:41:00
2023-01-01 19:25:00,Lot-A-28,free,user_110,2023-01-01 19:25:00
2023-01-01 19:29:00,Lot-A-02,occupied,user_139,2023-01-01 22:31:00
2023-01-01 19:30:00,Lot-A-40,free,user_108,2023-01-01 19:30:00
2023-01-01 19:35:00,Lot-A-03,occupied,user_140,2023-01-01 21:11:00
2023-01-01 19:44:00,Lot-A-33,occupied,user_141,2023-01-01 20:59:00
2023-01-01 19:53:00,Lot-A-18,occupied,user_142,2023-01-01 23:25:00
2023-01-01 19:57:00,Lot-A-27,free,user_129,2023-01-01 19:57:00
2023-01-01 19:58:00,Lot-A-30,free,user_109,2023-01-01 19:36:00
2023-01-01 20:02:00,Lot-A-19,occupied,user_143,2023-01-01 22:31:00
2023-01-01 20:03:00,Lot-A-38,free,user_119,2023-01-01 20:03:00
2023-01-01 20:03:00,Lot-A-21,free,user_99,2023-01-01 20:03:00
2023-01-01 20:06:00,Lot-A-09,occupied,user_144,2023-01-01 21:50:00
2023-01-01 20:07:00,Lot-A-21,occupied,user_145,2023-01-01 21:37:00
2023-01-01 20:14:00,Lot-A-26,occupied,user_146,2023-01-01 23:22:00
2023-01-01 20:19:00,Lot-A-20,free,user_134,2023-01-01 20:19:00
2023-01-01 20:20:00,Lot-A-48,free,user_112,2023-01-01 20:20:00
2023-01-01 20:20:00,Lot-A-47,occupied,user_147,2023-01-01 23:14:00
2023-01-01 20:21:00,Lot-A-29,free,user_131,2023-01-01 20:21:00
2023-01-01 20:21:00,Lot-A-43,occupied,user_148,2023-01-01 23:54:00
2023-01-01 20:25:00,Lot-A-46,free,user_105,2023-01-01 20:25:00
2023-01-01 20:30:00,Lot-A-34,occupied,user_149,2023-01-01 23:11:00
2023-01-01 20:32:00,Lot-A-23,occupied,user_150,2023-01-02 00:25:00
2023-01-01 20:38:00,Lot-A-32,occupied,user_151,2023-01-01 22:06:00
2023-01-01 20:39:00,Lot-A-08,free,user_132,2023-01-01 20:39:00
2023-01-01 20:40:00,Lot-A-45,occupied,user_152,2023-01-01 23:52:00
2023-01-01 20:41:00,Lot-A-05,occupied,user_153,2023-01-01 22:02:00
2023-01-01 20:43:00,Lot-A-14,free,user_117,2023-01-01 20:43:00
2023-01-01 20:44:00,Lot-A-41,free,user_128,2023-01-01 20:44:00
2023-01-01 20:45:00,Lot-A-10,free,user_127,2023-01-01 20:45:00
2023-01-01 20:47:00,Lot-A-38,occupied,user_154,2023-01-02 00:08:00
2023-01-01 20:52:00,Lot-A-10,occupied,user_155,2023-01-01 22:43:00
2023-01-01 20:53:00,Lot-A-44,free,user_116,2023-01-01 20:53:00
2023-01-01 20:58:00,Lot-A-35,free,user_137,2023-01-01 20:58:00
2023-01-01 20:59:00,Lot-A-17,free,user_136,2023-01-01 20:59:00
2023-01-01 21:01:00,Lot-A-48,occupied,user_156,2023-01-01 23:35:00
2023-01-01 21:06:00,Lot-A-31,free,user_122,2023-01-01 21:06:00
2023-01-01 21:12:00,Lot-A-24,free,user_130,2023-01-01 21:01:00
2023-01-01 21:13:00,Lot-A-12,free,user_118,2023-01-01 21:13:00
2023-01-01 21:17:00,Lot-A-33,free,user_141,2023-01-01 20:59:00
2023-01-01 21:28:00,Lot-A-03,free,user_140,2023-01-01 21:11:00
2023-01-01 21:37:00,Lot-A-21,free,user_145,2023-01-01 21:37:00
2023-01-01 21:40:00,Lot-A-29,occupied,user_157,2023-01-02 01:34:00
2023-01-01 21:41:00,Lot-A-42,free,user_138,2023-01-01 21:41:00
2023-01-01 21:44:00,Lot-A-16,free,user_124,2023-01-01 21:44:00
2023-01-01 21:50:00,Lot-A-09,free,user_144,2023-01-01 21:50:00
2023-01-01 21:53:00,Lot-A-06,free,user_123,2023-01-01 21:53:00
2023-01-01 22:02:00,Lot-A-05,free,user_153,2023-01-01 22:02:00
2023-01-01 22:02:00,Lot-A-15,free,user_126,2023-01-01 22:02:00
2023-01-01 22:05:00,Lot-A-01,free,user_133,2023-01-01 22:05:00
2023-01-01 22:06:00,Lot-A-32,free,user_151,2023-01-01 22:06:00
2023-01-01 22:09:00,Lot-A-04,free,user_125,2023-01-01 22:09:00
2023-01-01 22:18:00,Lot-A-37,occupied,user_158,2023-01-01 23:24:00
2023-01-01 22:31:00,Lot-A-02,free,user_139,2023-01-01 22:31:00
2023-01-01 22:31:00,Lot-A-19,free,user_143,2023-01-01 22:31:00
2023-01-01 22:43:00,Lot-A-10,free,user_155,2023-01-01 22:43:00
2023-01-01 22:48:00,Lot-A-11,free,user_135,2023-01-01 22:48:00
2023-01-01 23:10:00,Lot-A-50,occupied,user_159,2023-01-02 02:51:00
2023-01-01 23:22:00,Lot-A-26,free,user_146,2023-01-01 23:22:00
2023-01-01 23:35:00,Lot-A-48,free,user_156,2023-01-01 23:35:00
2023-01-01 23:36:00,Lot-A-34,free,user_149,2023-01-01 23:11:00
2023-01-01 23:38:00,Lot-A-18,free,user_142,2023-01-01 23:25:00
2023-01-01 23:41:00,Lot-A-47,free,user_147,2023-01-01 23:14:00
2023-01-01 23:44:00,Lot-A-37,free,user_158,2023-01-01 23:24:00
2023-01-01 23:52:00,Lot-A-45,free,user_152,2023-01-01 23:52:00
2023-01-01 23:54:00,Lot-A-43,free,user_148,2023-01-01 23:54:00
2023-01-02 00:08:00,Lot-A-12,occupied,user_160,2023-01-02 01:11:00
2023-01-02 00:25:00,Lot-A-23,free,user_150,2023-01-02 00:25:00
2023-01-02 00:30:00,Lot-A-38,free,user_154,2023-01-02 00:08:00
2023-01-02 01:00:00,Lot-A-32,occupied,user_161,2023-01-02 03:37:00
2023-01-02 01:11:00,Lot-A-12,free,user_160,2023-01-02 01:11:00
2023-01-02 01:34:00,Lot-A-29,free,user_157,2023-01-02 01:34:00
2023-01-02 01:57:00,Lot-A-23,occupied,user_162,2023-01-02 03:05:00
2023-01-02 02:50:00,Lot-A-40,occupied,user_163,2023-01-02 04:25:00
2023-01-02 02:51:00,Lot-A-50,free,user_159,2023-01-02 02:51:00
2023-01-02 03:33:00,Lot-A-23,free,user_162,2023-01-02 03:05:00
2023-01-02 03:37:00,Lot-A-32,free,user_161,2023-01-02 03:37:00
2023-01-02 03:44:00,Lot-A-50,occupied,user_164,2023-01-02 07:02:00
2023-01-02 04:25:00,Lot-A-40,free,user_163,2023-01-02 04:25:00
2023-01-02 04:29:00,Lot-A-21,occupied,user_165,2023-01-02 08:21:00
2023-01-02 04:59:00,Lot-A-29,occupied,user_166,2023-01-02 06:25:00
2023-01-02 05:48:00,Lot-A-26,occupied,user_167,2023-01-02 09:18:00
2023-01-02 06:25:00,Lot-A-29,free,user_166,2023-01-02 06:25:00
2023-01-02 06:46:00,Lot-A-36,occupied,user_168,2023-01-02 09:38:00
2023-01-02 07:12:00,Lot-A-50,free,user_164,2023-01-02 07:02:00
2023-01-02 07:29:00,Lot-A-44,occupied,user_169,2023-01-02 10:40:00
2023-01-02 08:05:00,Lot-A-45,occupied,user_170,2023-01-02 11:51:00
2023-01-02 08:10:00,Lot-A-12,occupied,user_171,2023-01-02 10:31:00
2023-01-02 08:17:00,Lot-A-29,occupied,user_172,2023-01-02 12:04:00
2023-01-02 08:21:00,Lot-A-21,free,user_165,2023-01-02 08:21:00
2023-01-02 08:21:00,Lot-A-40,occupied,user_173,2023-01-02 10:04:00
2023-01-02 08:30:00,Lot-A-41,occupied,user_174,2023-01-02 11:02:00
